Phylo,Family,Order,Scientific_name,Mass
Loxioides_bailleui,Fringillidae,Passeriformes,Loxioides bailleui,37.8
Loxops_caeruleirostris,Fringillidae,Passeriformes,Loxops caeruleirostris,10.8
Loxops_coccineus,Fringillidae,Passeriformes,Loxops coccineus,10.5
Melamprosops_phaeosoma,Fringillidae,Passeriformes,Melamprosops phaeosoma,25.5
Mycerobas_affinis,Fringillidae,Passeriformes,Mycerobas affinis,83
Mycerobas_carnipes,Fringillidae,Passeriformes,Mycerobas carnipes,58.8
Mycerobas_icterioides,Fringillidae,Passeriformes,Mycerobas icterioides,67
Mycerobas_melanozanthos,Fringillidae,Passeriformes,Mycerobas melanozanthos,62
Neospiza_concolor,Fringillidae,Passeriformes,Neospiza concolor,50
Oreomystis_bairdi,Fringillidae,Passeriformes,Oreomystis bairdi,14.2
Oreomystis_mana,Fringillidae,Passeriformes,Oreomystis mana,14.6
Palmeria_dolei,Fringillidae,Passeriformes,Palmeria dolei,26.1
Paroreomyza_maculata,Fringillidae,Passeriformes,Paroreomyza maculata,11.3
Paroreomyza_montana,Fringillidae,Passeriformes,Paroreomyza montana,13.1
Pinicola_enucleator,Fringillidae,Passeriformes,Pinicola enucleator,56.4
Pinicola_subhimachala,Fringillidae,Passeriformes,Pinicola subhimachala,46.1
Pseudonestor_xanthophrys,Fringillidae,Passeriformes,Pseudonestor xanthophrys,22.1
Psittirostra_psittacea,Fringillidae,Passeriformes,Psittirostra psittacea,28.6
Pyrrhoplectes_epauletta,Fringillidae,Passeriformes,Pyrrhoplectes epauletta,19
Pyrrhula_aurantiaca,Fringillidae,Passeriformes,Pyrrhula aurantiaca,19.3
Pyrrhula_erythaca,Fringillidae,Passeriformes,Pyrrhula erythaca,19
Pyrrhula_erythrocephala,Fringillidae,Passeriformes,Pyrrhula erythrocephala,22.3
Pyrrhula_leucogenis,Fringillidae,Passeriformes,Pyrrhula leucogenis,19
Pyrrhula_murina,Fringillidae,Passeriformes,Pyrrhula murina,30
Pyrrhula_nipalensis,Fringillidae,Passeriformes,Pyrrhula nipalensis,24.6
Pyrrhula_pyrrhula,Fringillidae,Passeriformes,Pyrrhula pyrrhula,24.3
Rhodopechys_obsoletus,Fringillidae,Passeriformes,Rhodopechys obsoletus,25.5
Rhodopechys_sanguineus,Fringillidae,Passeriformes,Rhodopechys sanguineus,38.1
Rhynchostruthus_louisae,Fringillidae,Passeriformes,Rhynchostruthus louisae,28.3
Rhynchostruthus_percivali,Fringillidae,Passeriformes,Rhynchostruthus percivali,28.3
Rhynchostruthus_socotranus,Fringillidae,Passeriformes,Rhynchostruthus socotranus,28.3
Serinus_alario,Fringillidae,Passeriformes,Serinus alario,12.2
Serinus_albogularis,Fringillidae,Passeriformes,Serinus albogularis,27.1
Serinus_ankoberensis,Fringillidae,Passeriformes,Serinus ankoberensis,14.9
Serinus_atrogularis,Fringillidae,Passeriformes,Serinus atrogularis,11.4
Serinus_buchanani,Fringillidae,Passeriformes,Serinus buchanani,24
Serinus_burtoni,Fringillidae,Passeriformes,Serinus burtoni,30.5
Serinus_canaria,Fringillidae,Passeriformes,Serinus canaria,24.3
Serinus_canicollis,Fringillidae,Passeriformes,Serinus canicollis,15.2
Serinus_capistratus,Fringillidae,Passeriformes,Serinus capistratus,13.6
Serinus_citrinelloides,Fringillidae,Passeriformes,Serinus citrinelloides,13
Serinus_citrinipectus,Fringillidae,Passeriformes,Serinus citrinipectus,11.2
Serinus_donaldsoni,Fringillidae,Passeriformes,Serinus donaldsoni,24
Serinus_dorsostriatus,Fringillidae,Passeriformes,Serinus dorsostriatus,15.1
Serinus_estherae,Fringillidae,Passeriformes,Serinus estherae,12
Serinus_flavigula,Fringillidae,Passeriformes,Serinus flavigula,11.8
Serinus_flaviventris,Fringillidae,Passeriformes,Serinus flaviventris,16.2
Serinus_flavivertex,Fringillidae,Passeriformes,Serinus flavivertex,14
Serinus_frontalis,Fringillidae,Passeriformes,Serinus frontalis,12.3
Serinus_gularis,Fringillidae,Passeriformes,Serinus gularis,16
Serinus_hypostictus,Fringillidae,Passeriformes,Serinus hypostictus,13
Serinus_koliensis,Fringillidae,Passeriformes,Serinus koliensis,13.6
Serinus_leucopterus,Fringillidae,Passeriformes,Serinus leucopterus,22.1
Serinus_leucopygius,Fringillidae,Passeriformes,Serinus leucopygius,10.8
Serinus_melanochrous,Fringillidae,Passeriformes,Serinus melanochrous,30.5
Serinus_menachensis,Fringillidae,Passeriformes,Serinus menachensis,22.4
Serinus_mennelli,Fringillidae,Passeriformes,Serinus mennelli,15.4
Serinus_mozambicus,Fringillidae,Passeriformes,Serinus mozambicus,11.9
Serinus_nigriceps,Fringillidae,Passeriformes,Serinus nigriceps,15.4
Serinus_pusillus,Fringillidae,Passeriformes,Serinus pusillus,11.5
Serinus_reichardi,Fringillidae,Passeriformes,Serinus reichardi,15.4
Serinus_rothschildi,Fringillidae,Passeriformes,Serinus rothschildi,14
Serinus_rufobrunneus,Fringillidae,Passeriformes,Serinus rufobrunneus,25.9
Serinus_scotops,Fringillidae,Passeriformes,Serinus scotops,14.2
Serinus_serinus,Fringillidae,Passeriformes,Serinus serinus,11.2
Serinus_striolatus,Fringillidae,Passeriformes,Serinus striolatus,22.4
Serinus_sulphuratus,Fringillidae,Passeriformes,Serinus sulphuratus,27.9
Serinus_symonsi,Fringillidae,Passeriformes,Serinus symonsi,15.8
Serinus_syriacus,Fringillidae,Passeriformes,Serinus syriacus,11.7
Serinus_thibetanus,Fringillidae,Passeriformes,Serinus thibetanus,10.5
Serinus_totta,Fringillidae,Passeriformes,Serinus totta,13.4
Serinus_tristriatus,Fringillidae,Passeriformes,Serinus tristriatus,15.5
Serinus_whytii,Fringillidae,Passeriformes,Serinus whytii,22.4
Serinus_xantholaemus,Fringillidae,Passeriformes,Serinus xantholaemus,11.8
Serinus_xanthopygius,Fringillidae,Passeriformes,Serinus xanthopygius,15.4
Telespiza_cantans,Fringillidae,Passeriformes,Telespiza cantans,33.3
Telespiza_ultima,Fringillidae,Passeriformes,Telespiza ultima,24.2
Uragus_sibiricus,Fringillidae,Passeriformes,Uragus sibiricus,17.4
Vestiaria_coccinea,Fringillidae,Passeriformes,Vestiaria coccinea,18.2
Acrobatornis_fonsecai,Furnariidae,Passeriformes,Acrobatornis fonsecai,13.7
Anabacerthia_amaurotis,Furnariidae,Passeriformes,Anabacerthia amaurotis,19.2
Anabacerthia_striaticollis,Furnariidae,Passeriformes,Anabacerthia striaticollis,24.8
Anabacerthia_variegaticeps,Furnariidae,Passeriformes,Anabacerthia variegaticeps,27.8
Anabazenops_dorsalis,Furnariidae,Passeriformes,Anabazenops dorsalis,35.4
Anabazenops_fuscus,Furnariidae,Passeriformes,Anabazenops fuscus,38.5
Ancistrops_strigilatus,Furnariidae,Passeriformes,Ancistrops strigilatus,35.9
Anumbius_annumbi,Furnariidae,Passeriformes,Anumbius annumbi,41.5
Aphrastura_masafuerae,Furnariidae,Passeriformes,Aphrastura masafuerae,12.2
Aphrastura_spinicauda,Furnariidae,Passeriformes,Aphrastura spinicauda,11.5
Asthenes_anthoides,Furnariidae,Passeriformes,Asthenes anthoides,22.3
Asthenes_arequipae,Furnariidae,Passeriformes,Asthenes arequipae,20
Asthenes_baeri,Furnariidae,Passeriformes,Asthenes baeri,17.8
Asthenes_berlepschi,Furnariidae,Passeriformes,Asthenes berlepschi,67
Asthenes_cactorum,Furnariidae,Passeriformes,Asthenes cactorum,17.4
Asthenes_dorbignyi,Furnariidae,Passeriformes,Asthenes dorbignyi,15.9
Asthenes_flammulata,Furnariidae,Passeriformes,Asthenes flammulata,22.5
Asthenes_heterura,Furnariidae,Passeriformes,Asthenes heterura,13.5
Asthenes_huancavelicae,Furnariidae,Passeriformes,Asthenes huancavelicae,22.2
Asthenes_hudsoni,Furnariidae,Passeriformes,Asthenes hudsoni,19
Asthenes_humicola,Furnariidae,Passeriformes,Asthenes humicola,20.8
Asthenes_humilis,Furnariidae,Passeriformes,Asthenes humilis,21
Asthenes_luizae,Furnariidae,Passeriformes,Asthenes luizae,28
Asthenes_maculicauda,Furnariidae,Passeriformes,Asthenes maculicauda,19
Asthenes_modesta,Furnariidae,Passeriformes,Asthenes modesta,16.8
Asthenes_ottonis,Furnariidae,Passeriformes,Asthenes ottonis,13
Asthenes_patagonica,Furnariidae,Passeriformes,Asthenes patagonica,16.4
Asthenes_pudibunda,Furnariidae,Passeriformes,Asthenes pudibunda,14.9
Asthenes_pyrrholeuca,Furnariidae,Passeriformes,Asthenes pyrrholeuca,13.2
Asthenes_sclateri,Furnariidae,Passeriformes,Asthenes sclateri,25.9
Asthenes_steinbachi,Furnariidae,Passeriformes,Asthenes steinbachi,19.5
Asthenes_urubambensis,Furnariidae,Passeriformes,Asthenes urubambensis,16
Asthenes_virgata,Furnariidae,Passeriformes,Asthenes virgata,22
Asthenes_wyatti,Furnariidae,Passeriformes,Asthenes wyatti,15.2
Automolus_infuscatus,Furnariidae,Passeriformes,Automolus infuscatus,32.9
Automolus_leucophthalmus,Furnariidae,Passeriformes,Automolus leucophthalmus,34.5
Automolus_melanopezus,Furnariidae,Passeriformes,Automolus melanopezus,31.4
Automolus_ochrolaemus,Furnariidae,Passeriformes,Automolus ochrolaemus,40.2
Automolus_rubiginosus,Furnariidae,Passeriformes,Automolus rubiginosus,39.8
Automolus_rufipileatus,Furnariidae,Passeriformes,Automolus rufipileatus,34.8
Berlepschia_rikeri,Furnariidae,Passeriformes,Berlepschia rikeri,37
Certhiaxis_cinnamomeus,Furnariidae,Passeriformes,Certhiaxis cinnamomeus,15.2
Certhiaxis_mustelinus,Furnariidae,Passeriformes,Certhiaxis mustelinus,15
Cichlocolaptes_leucophrus,Furnariidae,Passeriformes,Cichlocolaptes leucophrus,50
Cinclodes_albidiventris,Furnariidae,Passeriformes,Cinclodes albidiventris,30
Cinclodes_albiventris,Furnariidae,Passeriformes,Cinclodes albiventris,30
Cinclodes_antarcticus,Furnariidae,Passeriformes,Cinclodes antarcticus,63.2
Cinclodes_aricomae,Furnariidae,Passeriformes,Cinclodes aricomae,50
Cinclodes_atacamensis,Furnariidae,Passeriformes,Cinclodes atacamensis,53
Cinclodes_comechingonus,Furnariidae,Passeriformes,Cinclodes comechingonus,28.3
Cinclodes_excelsior,Furnariidae,Passeriformes,Cinclodes excelsior,64
Cinclodes_fuscus,Furnariidae,Passeriformes,Cinclodes fuscus,30
Cinclodes_nigrofumosus,Furnariidae,Passeriformes,Cinclodes nigrofumosus,65
Cinclodes_olrogi,Furnariidae,Passeriformes,Cinclodes olrogi,28
Cinclodes_oustaleti,Furnariidae,Passeriformes,Cinclodes oustaleti,30.5
Cinclodes_pabsti,Furnariidae,Passeriformes,Cinclodes pabsti,53
Cinclodes_palliatus,Furnariidae,Passeriformes,Cinclodes palliatus,103.9
Cinclodes_patagonicus,Furnariidae,Passeriformes,Cinclodes patagonicus,30.7
Cinclodes_taczanowskii,Furnariidae,Passeriformes,Cinclodes taczanowskii,64.5
Clibanornis_dendrocolaptoides,Furnariidae,Passeriformes,Clibanornis dendrocolaptoides,48.2
Coryphistera_alaudina,Furnariidae,Passeriformes,Coryphistera alaudina,30
Cranioleuca_albicapilla,Furnariidae,Passeriformes,Cranioleuca albicapilla,21.3
Cranioleuca_albiceps,Furnariidae,Passeriformes,Cranioleuca albiceps,17.6
Cranioleuca_antisiensis,Furnariidae,Passeriformes,Cranioleuca antisiensis,16.9
Cranioleuca_baroni,Furnariidae,Passeriformes,Cranioleuca baroni,21.3
Cranioleuca_curtata,Furnariidae,Passeriformes,Cranioleuca curtata,17.5
Cranioleuca_demissa,Furnariidae,Passeriformes,Cranioleuca demissa,15.2
Cranioleuca_dissita,Furnariidae,Passeriformes,Cranioleuca dissita,15.7
Cranioleuca_erythrops,Furnariidae,Passeriformes,Cranioleuca erythrops,16.9
Cranioleuca_gutturata,Furnariidae,Passeriformes,Cranioleuca gutturata,14.9
Cranioleuca_hellmayri,Furnariidae,Passeriformes,Cranioleuca hellmayri,15
Cranioleuca_henricae,Furnariidae,Passeriformes,Cranioleuca henricae,14.9
Cranioleuca_marcapatae,Furnariidae,Passeriformes,Cranioleuca marcapatae,19.8
Cranioleuca_muelleri,Furnariidae,Passeriformes,Cranioleuca muelleri,14.5
Cranioleuca_obsoleta,Furnariidae,Passeriformes,Cranioleuca obsoleta,13.4
Cranioleuca_pallida,Furnariidae,Passeriformes,Cranioleuca pallida,11.5
Cranioleuca_pyrrhophia,Furnariidae,Passeriformes,Cranioleuca pyrrhophia,14.9
Cranioleuca_semicinerea,Furnariidae,Passeriformes,Cranioleuca semicinerea,15
Cranioleuca_subcristata,Furnariidae,Passeriformes,Cranioleuca subcristata,14.7
Cranioleuca_sulphurifera,Furnariidae,Passeriformes,Cranioleuca sulphurifera,13.5
Cranioleuca_vulpecula,Furnariidae,Passeriformes,Cranioleuca vulpecula,18.9
Cranioleuca_vulpina,Furnariidae,Passeriformes,Cranioleuca vulpina,15.7
Dendrocincla_turdina,Furnariidae,Passeriformes,Dendrocincla turdina,39
Furnarius_cinnamomeus,Furnariidae,Passeriformes,Furnarius cinnamomeus,41.2
Furnarius_cristatus,Furnariidae,Passeriformes,Furnarius cristatus,25.5
Furnarius_figulus,Furnariidae,Passeriformes,Furnarius figulus,28
Furnarius_leucopus,Furnariidae,Passeriformes,Furnarius leucopus,54.8
Furnarius_longirostris,Furnariidae,Passeriformes,Furnarius longirostris,49
Furnarius_minor,Furnariidae,Passeriformes,Furnarius minor,25.8
Furnarius_rufus,Furnariidae,Passeriformes,Furnarius rufus,46.4
Furnarius_torridus,Furnariidae,Passeriformes,Furnarius torridus,52.3
Geositta_antarctica,Furnariidae,Passeriformes,Geositta antarctica,36.9
Geositta_crassirostris,Furnariidae,Passeriformes,Geositta crassirostris,55.8
Geositta_cunicularia,Furnariidae,Passeriformes,Geositta cunicularia,28.5
Geositta_isabellina,Furnariidae,Passeriformes,Geositta isabellina,42.7
Geositta_maritima,Furnariidae,Passeriformes,Geositta maritima,16.5
Geositta_peruviana,Furnariidae,Passeriformes,Geositta peruviana,20.8
Geositta_poeciloptera,Furnariidae,Passeriformes,Geositta poeciloptera,18
Geositta_punensis,Furnariidae,Passeriformes,Geositta punensis,25.8
Geositta_rufipennis,Furnariidae,Passeriformes,Geositta rufipennis,32.4
Geositta_saxicolina,Furnariidae,Passeriformes,Geositta saxicolina,32.9
Geositta_tenuirostris,Furnariidae,Passeriformes,Geositta tenuirostris,32.2
Gyalophylax_hellmayri,Furnariidae,Passeriformes,Gyalophylax hellmayri,25.5
Heliobletus_contaminatus,Furnariidae,Passeriformes,Heliobletus contaminatus,14
Hellmayrea_gularis,Furnariidae,Passeriformes,Hellmayrea gularis,12.4
Hylocryptus_erythrocephalus,Furnariidae,Passeriformes,Hylocryptus erythrocephalus,46.5
Hylocryptus_rectirostris,Furnariidae,Passeriformes,Hylocryptus rectirostris,48
Hyloctistes_subulatus,Furnariidae,Passeriformes,Hyloctistes subulatus,28.8
Hyloctistes_virgatus,Furnariidae,Passeriformes,Hyloctistes virgatus,28.8
Leptasthenura_aegithaloides,Furnariidae,Passeriformes,Leptasthenura aegithaloides,10.7
Leptasthenura_andicola,Furnariidae,Passeriformes,Leptasthenura andicola,15.5
Leptasthenura_fuliginiceps,Furnariidae,Passeriformes,Leptasthenura fuliginiceps,12.6
Leptasthenura_pileata,Furnariidae,Passeriformes,Leptasthenura pileata,10.3
Leptasthenura_platensis,Furnariidae,Passeriformes,Leptasthenura platensis,10.6
Leptasthenura_setaria,Furnariidae,Passeriformes,Leptasthenura setaria,11
Leptasthenura_striata,Furnariidae,Passeriformes,Leptasthenura striata,8.9
Leptasthenura_striolata,Furnariidae,Passeriformes,Leptasthenura striolata,10.5
Leptasthenura_xenothorax,Furnariidae,Passeriformes,Leptasthenura xenothorax,10.5
Leptasthenura_yanacensis,Furnariidae,Passeriformes,Leptasthenura yanacensis,8.8
Limnoctites_rectirostris,Furnariidae,Passeriformes,Limnoctites rectirostris,18.5
Limnornis_curvirostris,Furnariidae,Passeriformes,Limnornis curvirostris,28.6
Lochmias_nematura,Furnariidae,Passeriformes,Lochmias nematura,22
Margarornis_bellulus,Furnariidae,Passeriformes,Margarornis bellulus,18.5
Margarornis_rubiginosus,Furnariidae,Passeriformes,Margarornis rubiginosus,17.8
Margarornis_squamiger,Furnariidae,Passeriformes,Margarornis squamiger,17.3
Margarornis_stellatus,Furnariidae,Passeriformes,Margarornis stellatus,21.5
Megaxenops_parnaguae,Furnariidae,Passeriformes,Megaxenops parnaguae,25
Metopothrix_aurantiaca,Furnariidae,Passeriformes,Metopothrix aurantiaca,11.2
Ochetorhynchus_andaecola,Furnariidae,Passeriformes,Ochetorhynchus andaecola,30.9
Ochetorhynchus_melanura,Furnariidae,Passeriformes,Ochetorhynchus melanura,40
Ochetorhynchus_phoenicurus,Furnariidae,Passeriformes,Ochetorhynchus phoenicurus,30.2
Ochetorhynchus_ruficaudus,Furnariidae,Passeriformes,Ochetorhynchus ruficaudus,36.3
Oreophylax_moreirae,Furnariidae,Passeriformes,Oreophylax moreirae,10.5
Phacellodomus_dorsalis,Furnariidae,Passeriformes,Phacellodomus dorsalis,35.9
Phacellodomus_erythrophthalmus,Furnariidae,Passeriformes,Phacellodomus erythrophthalmus,24.5
Phacellodomus_ferrugineigula,Furnariidae,Passeriformes,Phacellodomus ferrugineigula,24.5
Phacellodomus_inornatus,Furnariidae,Passeriformes,Phacellodomus inornatus,24
Phacellodomus_maculipectus,Furnariidae,Passeriformes,Phacellodomus maculipectus,21.9
Phacellodomus_ruber,Furnariidae,Passeriformes,Phacellodomus ruber,41
Phacellodomus_rufifrons,Furnariidae,Passeriformes,Phacellodomus rufifrons,24.6
Phacellodomus_sibilatrix,Furnariidae,Passeriformes,Phacellodomus sibilatrix,15.5
Phacellodomus_striaticeps,Furnariidae,Passeriformes,Phacellodomus striaticeps,29.1
Phacellodomus_striaticollis,Furnariidae,Passeriformes,Phacellodomus striaticollis,25.7
Philydor_atricapillus,Furnariidae,Passeriformes,Philydor atricapillus,22.2
Philydor_erythrocercum,Furnariidae,Passeriformes,Philydor erythrocercum,25.3
Philydor_erythropterum,Furnariidae,Passeriformes,Philydor erythropterum,30
Philydor_fuscipenne,Furnariidae,Passeriformes,Philydor fuscipenne,26.5
Philydor_lichtensteini,Furnariidae,Passeriformes,Philydor lichtensteini,21
Philydor_novaesi,Furnariidae,Passeriformes,Philydor novaesi,38
Philydor_pyrrhodes,Furnariidae,Passeriformes,Philydor pyrrhodes,30.5
Philydor_ruficaudatum,Furnariidae,Passeriformes,Philydor ruficaudatum,30.1
Philydor_rufum,Furnariidae,Passeriformes,Philydor rufum,25
Phleocryptes_melanops,Furnariidae,Passeriformes,Phleocryptes melanops,14.6
Premnoplex_brunnescens,Furnariidae,Passeriformes,Premnoplex brunnescens,16.3
Premnoplex_tatei,Furnariidae,Passeriformes,Premnoplex tatei,16.3
Premnornis_guttuligera,Furnariidae,Passeriformes,Premnornis guttuligera,15.9
Pseudocolaptes_boissonneautii,Furnariidae,Passeriformes,Pseudocolaptes boissonneautii,43.9
Pseudocolaptes_johnsoni,Furnariidae,Passeriformes,Pseudocolaptes johnsoni,51
Pseudocolaptes_lawrencii,Furnariidae,Passeriformes,Pseudocolaptes lawrencii,51
Pseudoseisura_cristata,Furnariidae,Passeriformes,Pseudoseisura cristata,53.6
Pseudoseisura_gutturalis,Furnariidae,Passeriformes,Pseudoseisura gutturalis,70.4
Pseudoseisura_lophotes,Furnariidae,Passeriformes,Pseudoseisura lophotes,72.2
Pseudoseisura_unirufa,Furnariidae,Passeriformes,Pseudoseisura unirufa,44.9
Pygarrhichas_albogularis,Furnariidae,Passeriformes,Pygarrhichas albogularis,24
Roraimia_adusta,Furnariidae,Passeriformes,Roraimia adusta,16.2
Schizoeaca_coryi,Furnariidae,Passeriformes,Schizoeaca coryi,16.8
Schizoeaca_fuliginosa,Furnariidae,Passeriformes,Schizoeaca fuliginosa,18.3
Schizoeaca_griseomurina,Furnariidae,Passeriformes,Schizoeaca griseomurina,17.6
Schizoeaca_harterti,Furnariidae,Passeriformes,Schizoeaca harterti,12.9
Schizoeaca_helleri,Furnariidae,Passeriformes,Schizoeaca helleri,15.3
Schizoeaca_palpebralis,Furnariidae,Passeriformes,Schizoeaca palpebralis,17
Schizoeaca_perijana,Furnariidae,Passeriformes,Schizoeaca perijana,18.3
Schizoeaca_vilcabambae,Furnariidae,Passeriformes,Schizoeaca vilcabambae,20.2
Schoeniophylax_phryganophilus,Furnariidae,Passeriformes,Schoeniophylax phryganophilus,18.6
Sclerurus_albigularis,Furnariidae,Passeriformes,Sclerurus albigularis,34.8
Sclerurus_caudacutus,Furnariidae,Passeriformes,Sclerurus caudacutus,36.2
Sclerurus_guatemalensis,Furnariidae,Passeriformes,Sclerurus guatemalensis,34.7
Sclerurus_mexicanus,Furnariidae,Passeriformes,Sclerurus mexicanus,25.1
Sclerurus_rufigularis,Furnariidae,Passeriformes,Sclerurus rufigularis,21.6
Sclerurus_scansor,Furnariidae,Passeriformes,Sclerurus scansor,36.9
Simoxenops_striatus,Furnariidae,Passeriformes,Simoxenops striatus,41.6
Simoxenops_ucayalae,Furnariidae,Passeriformes,Simoxenops ucayalae,49.8
Siptornis_striaticollis,Furnariidae,Passeriformes,Siptornis striaticollis,13
Siptornopsis_hypochondriaca,Furnariidae,Passeriformes,Siptornopsis hypochondriaca,24.5
Spartonoica_maluroides,Furnariidae,Passeriformes,Spartonoica maluroides,11
Sylviorthorhynchus_desmursii,Furnariidae,Passeriformes,Sylviorthorhynchus desmursii,10.9
Synallaxis_albescens,Furnariidae,Passeriformes,Synallaxis albescens,11.2
Synallaxis_albigularis,Furnariidae,Passeriformes,Synallaxis albigularis,15.4
Synallaxis_albilora,Furnariidae,Passeriformes,Synallaxis albilora,14.9
Synallaxis_azarae,Furnariidae,Passeriformes,Synallaxis azarae,16.9
Synallaxis_brachyura,Furnariidae,Passeriformes,Synallaxis brachyura,18.3
Synallaxis_cabanisi,Furnariidae,Passeriformes,Synallaxis cabanisi,22.7
Synallaxis_candei,Furnariidae,Passeriformes,Synallaxis candei,15.3
Synallaxis_castanea,Furnariidae,Passeriformes,Synallaxis castanea,15
Synallaxis_cherriei,Furnariidae,Passeriformes,Synallaxis cherriei,16
Synallaxis_cinerascens,Furnariidae,Passeriformes,Synallaxis cinerascens,13.1
Synallaxis_cinnamomea,Furnariidae,Passeriformes,Synallaxis cinnamomea,18.4
Synallaxis_courseni,Furnariidae,Passeriformes,Synallaxis courseni,16.8
Synallaxis_erythrothorax,Furnariidae,Passeriformes,Synallaxis erythrothorax,17.1
Synallaxis_frontalis,Furnariidae,Passeriformes,Synallaxis frontalis,14
Synallaxis_fuscorufa,Furnariidae,Passeriformes,Synallaxis fuscorufa,16
Synallaxis_gujanensis,Furnariidae,Passeriformes,Synallaxis gujanensis,18.1
Synallaxis_hypospodia,Furnariidae,Passeriformes,Synallaxis hypospodia,16.9
Synallaxis_infuscata,Furnariidae,Passeriformes,Synallaxis infuscata,18.2
Synallaxis_kollari,Furnariidae,Passeriformes,Synallaxis kollari,16
Synallaxis_macconnelli,Furnariidae,Passeriformes,Synallaxis macconnelli,19.5
Synallaxis_maranonica,Furnariidae,Passeriformes,Synallaxis maranonica,13
Synallaxis_moesta,Furnariidae,Passeriformes,Synallaxis moesta,22.4
Synallaxis_propinqua,Furnariidae,Passeriformes,Synallaxis propinqua,19.9
Synallaxis_ruficapilla,Furnariidae,Passeriformes,Synallaxis ruficapilla,13.8
Synallaxis_rutilans,Furnariidae,Passeriformes,Synallaxis rutilans,16.7
Synallaxis_scutata,Furnariidae,Passeriformes,Synallaxis scutata,15.4
Synallaxis_spixi,Furnariidae,Passeriformes,Synallaxis spixi,12.6
Synallaxis_stictothorax,Furnariidae,Passeriformes,Synallaxis stictothorax,10.2
Synallaxis_subpudica,Furnariidae,Passeriformes,Synallaxis subpudica,18.3
Synallaxis_tithys,Furnariidae,Passeriformes,Synallaxis tithys,15.8
Synallaxis_unirufa,Furnariidae,Passeriformes,Synallaxis unirufa,17.9
Synallaxis_whitneyi,Furnariidae,Passeriformes,Synallaxis whitneyi,16.2
Synallaxis_zimmeri,Furnariidae,Passeriformes,Synallaxis zimmeri,13
Syndactyla_dimidiata,Furnariidae,Passeriformes,Syndactyla dimidiata,29.4
Syndactyla_guttulata,Furnariidae,Passeriformes,Syndactyla guttulata,36
Syndactyla_roraimae,Furnariidae,Passeriformes,Syndactyla roraimae,27.5
Syndactyla_ruficollis,Furnariidae,Passeriformes,Syndactyla ruficollis,31
Syndactyla_rufosuperciliata,Furnariidae,Passeriformes,Syndactyla rufosuperciliata,25.6
Syndactyla_subalaris,Furnariidae,Passeriformes,Syndactyla subalaris,28.9
Tarphonomus_certhioides,Furnariidae,Passeriformes,Tarphonomus certhioides,22.1
Tarphonomus_harterti,Furnariidae,Passeriformes,Tarphonomus harterti,23.9
Thripadectes_flammulatus,Furnariidae,Passeriformes,Thripadectes flammulatus,55.9
Thripadectes_holostictus,Furnariidae,Passeriformes,Thripadectes holostictus,40.7
Thripadectes_ignobilis,Furnariidae,Passeriformes,Thripadectes ignobilis,47.2
Thripadectes_melanorhynchus,Furnariidae,Passeriformes,Thripadectes melanorhynchus,44.3
Thripadectes_rufobrunneus,Furnariidae,Passeriformes,Thripadectes rufobrunneus,56.2
Thripadectes_scrutator,Furnariidae,Passeriformes,Thripadectes scrutator,66.3
Thripadectes_virgaticeps,Furnariidae,Passeriformes,Thripadectes virgaticeps,65.8
Thripophaga_berlepschi,Furnariidae,Passeriformes,Thripophaga berlepschi,25.2
Thripophaga_cherriei,Furnariidae,Passeriformes,Thripophaga cherriei,12.8
Thripophaga_fusciceps,Furnariidae,Passeriformes,Thripophaga fusciceps,23
Thripophaga_macroura,Furnariidae,Passeriformes,Thripophaga macroura,28
Upucerthia_albigula,Furnariidae,Passeriformes,Upucerthia albigula,39.9
Upucerthia_dumetaria,Furnariidae,Passeriformes,Upucerthia dumetaria,48.7
Upucerthia_jelskii,Furnariidae,Passeriformes,Upucerthia jelskii,40.1
Upucerthia_saturatior,Furnariidae,Passeriformes,Upucerthia saturatior,48.7
Upucerthia_serrana,Furnariidae,Passeriformes,Upucerthia serrana,48.7
Upucerthia_validirostris,Furnariidae,Passeriformes,Upucerthia validirostris,33.6
Xenerpestes_minlosi,Furnariidae,Passeriformes,Xenerpestes minlosi,11
Xenerpestes_singularis,Furnariidae,Passeriformes,Xenerpestes singularis,11.6
Xenops_milleri,Furnariidae,Passeriformes,Xenops milleri,12.2
Xenops_minutus,Furnariidae,Passeriformes,Xenops minutus,10.6
Xenops_rutilans,Furnariidae,Passeriformes,Xenops rutilans,11.2
Xenops_tenuirostris,Furnariidae,Passeriformes,Xenops tenuirostris,9.7
Alopochelidon_fucata,Hirundinidae,Passeriformes,Alopochelidon fucata,14
Atticora_fasciata,Hirundinidae,Passeriformes,Atticora fasciata,13
Atticora_melanoleuca,Hirundinidae,Passeriformes,Atticora melanoleuca,10.8
Cheramoeca_leucosterna,Hirundinidae,Passeriformes,Cheramoeca leucosterna,14.1
Delichon_dasypus,Hirundinidae,Passeriformes,Delichon dasypus,18
Delichon_nipalense,Hirundinidae,Passeriformes,Delichon nipalense,15
Delichon_urbicum,Hirundinidae,Passeriformes,Delichon urbicum,14.5
Eurochelidon_sirintarae,Hirundinidae,Passeriformes,Eurochelidon sirintarae,26
Haplochelidon_andecola,Hirundinidae,Passeriformes,Haplochelidon andecola,17
Hirundo_abyssinica,Hirundinidae,Passeriformes,Hirundo abyssinica,13.5
Hirundo_aethiopica,Hirundinidae,Passeriformes,Hirundo aethiopica,13.3
