Phylo,Family,Order,Scientific_name,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Accipiter_collaris,Accipitridae,Accipitriformes,Accipiter collaris,20,11.2,8.6,11,43.6,165.9,49.5,115.2,30,125,97.8,Forest,1,2,Carnivore,Vertivore,Insessorial,-13.2,11.25,2.47,-75.57,253265.36,Extant
Accipiter_cooperii,Accipitridae,Accipitriformes,Accipiter cooperii,25.4,13.9,8.6,13.2,62,241.2,77.8,163.5,32.3,188.4,429.7,Woodland,2,3,Carnivore,Vertivore,Aerial,23.28,53.31,41.25,-100.49,8393137.06,Extant
Accipiter_erythrauchen,Accipitridae,Accipitriformes,Accipiter erythrauchen,21.1,12.2,8.6,11.2,59.5,191.2,58.9,132.4,30.8,154.8,156,Forest,1,1,Carnivore,Vertivore,Generalist,-3.91,2.65,-1.32,128.19,48150.32,Extant
Accipiter_erythronemius,Accipitridae,Accipitriformes,Accipiter erythronemius,17.6,9.4,6.6,8.3,46.8,181.6,53.2,128.8,29,131.6,125,Forest,1,3,Carnivore,Vertivore,Generalist,NA,NA,NA,NA,NA,Extant
Accipiter_erythropus,Accipitridae,Accipitriformes,Accipiter erythropus,17.6,9.7,7.2,9.6,43,154.6,40.9,110.1,27.1,104.4,111.2,Forest,1,1,Carnivore,Vertivore,Insessorial,-9.36,14.73,3.48,10.44,3904812.09,Extant
Accipiter_fasciatus,Accipitridae,Accipitriformes,Accipiter fasciatus,28.5,19.1,11.2,15.2,71.9,269.9,103.6,167.3,38.3,206,358.7,Forest,1,1,Carnivore,Vertivore,Generalist,-43.64,-1.7,-24.45,134.95,8180196.71,Extant
Accipiter_francesiae,Accipitridae,Accipitriformes,Accipiter francesiae,20.2,13.1,8.7,10.7,48.1,155.8,43.2,112.8,27.8,127.5,136.8,Forest,1,1,Carnivore,Invertivore,Insessorial,-25.61,-11.36,-19.49,46.67,519468.81,Extant
Accipiter_gentilis,Accipitridae,Accipitriformes,Accipiter gentilis,33.7,19.6,11.6,18,67.3,337.6,122.6,215,36.3,241.1,866,Forest,1,2,Carnivore,Vertivore,Generalist,17.1,70.39,54.91,19.06,31775270.74,Extant
Accipiter_griseiceps,Accipitridae,Accipitriformes,Accipiter griseiceps,24.1,14.6,8.8,12.4,52,187.2,50,137.3,26.8,141.2,251.8,Forest,1,1,Carnivore,Vertivore,Insessorial,-5.66,1.88,-1.96,121.18,140604.94,Extant
Accipiter_gularis,Accipitridae,Accipitriformes,Accipiter gularis,23.3,9.5,6.6,9.1,43.6,162.6,54.2,109,33.2,106.4,120.7,Forest,1,3,Carnivore,Vertivore,Insessorial,24.25,59,49.07,117.11,4785704.92,Extant
Accipiter_gundlachi,Accipitridae,Accipitriformes,Accipiter gundlachi,26,15.2,8.3,16.3,71.3,228,61.8,166.2,27.1,223,675,Forest,1,1,Carnivore,Vertivore,Aerial,19.82,23.16,21.62,-79.36,33511.43,Extant
Accipiter_haplochrous,Accipitridae,Accipitriformes,Accipiter haplochrous,23.7,13.9,9.6,13.2,58.9,227.8,74.5,153.2,32.7,155,198.4,Forest,1,1,Carnivore,Vertivore,Insessorial,-22.4,-20.09,-21.33,165.48,16389.59,Extant
Accipiter_henicogrammus,Accipitridae,Accipitriformes,Accipiter henicogrammus,27.9,15.9,10,13.6,65.1,230.2,72,160.5,31.1,190,358.7,Forest,1,1,Carnivore,Vertivore,Insessorial,-0.92,2.65,0.88,128.01,22781.85,Extant
Accipiter_henstii,Accipitridae,Accipitriformes,Accipiter henstii,32.6,18.1,11.8,17.2,75,290.5,78,212.5,27,245,1050,Forest,1,1,Carnivore,Vertivore,Insessorial,-25.2,-11.95,-18.72,46.85,434639.7,Extant
Accipiter_imitator,Accipitridae,Accipitriformes,Accipiter imitator,26.4,16.8,9.1,12.2,49.6,200,60,140,30,161,222.5,Forest,1,1,Carnivore,Vertivore,Insessorial,-8.58,-5.41,-6.76,156.47,10050.21,Extant
Accipiter_luteoschistaceus,Accipitridae,Accipitriformes,Accipiter luteoschistaceus,26.4,16.8,7.8,11.9,51.5,188,57,131,30.3,146,214,Forest,1,1,Carnivore,Vertivore,Insessorial,-6.31,-4.19,-5.5,150.45,28814.74,Extant
Accipiter_madagascariensis,Accipitridae,Accipitriformes,Accipiter madagascariensis,19.7,10.7,7.4,9.4,58,190.8,54.5,136.2,28.7,149.5,180.4,Forest,1,1,Carnivore,Vertivore,Insessorial,-25.61,-11.95,-19.43,46.69,476517.51,Extant
Accipiter_melanochlamys,Accipitridae,Accipitriformes,Accipiter melanochlamys,25.9,15.6,11,13.9,62.7,228.6,75,156.2,32.4,164.8,265,Forest,1,1,Carnivore,Vertivore,Generalist,-10.07,-0.95,-5.31,141.87,115449.94,Extant
Accipiter_melanoleucus,Accipitridae,Accipitriformes,Accipiter melanoleucus,29.6,18,10.3,16.3,75.8,302.8,107.2,200.8,35,219.4,699,Forest,1,1,Carnivore,Vertivore,Generalist,-34.84,18.84,-5.51,25.85,9067092.6,Extant
Accipiter_meyerianus,Accipitridae,Accipitriformes,Accipiter meyerianus,35,20.6,12.6,18.6,75.4,309.5,102,207.5,33,200,763.5,Forest,1,1,Carnivore,Vertivore,Generalist,-10.12,2.29,-4.7,141.36,269144.41,Extant
Accipiter_minullus,Accipitridae,Accipitriformes,Accipiter minullus,16.5,9.2,6.6,8.8,41.3,150.4,44.6,105.8,29.6,105.2,87.4,Forest,1,1,Carnivore,Vertivore,Generalist,-34.84,17.8,-9.71,29.57,6794381.58,Extant
Accipiter_nanus,Accipitridae,Accipitriformes,Accipiter nanus,17.6,10.6,7.6,10.1,46.6,152.4,44.9,107.5,29.5,109,117,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.7,1.76,-1.08,121.34,110477,Extant
Accipiter_nisus,Accipitridae,Accipitriformes,Accipiter nisus,19.6,11.4,8.4,10,53.6,207.4,74.2,134.3,35.5,155.5,220.8,Forest,1,2,Carnivore,Vertivore,Insessorial,26.9,70.53,54.67,77.29,23601609.31,Extant
Accipiter_novaehollandiae,Accipitridae,Accipitriformes,Accipiter novaehollandiae,29.2,17.9,10.6,15.3,61.8,235.5,69.8,165,30,164.9,326.1,Forest,1,1,Carnivore,Vertivore,Insessorial,-43.64,2.65,-19.05,142.44,2636167.53,Extant
Accipiter_ovampensis,Accipitridae,Accipitriformes,Accipiter ovampensis,20.5,11.2,7.5,10.3,49.4,222.4,86.2,138.5,38.4,155,195,Shrubland,2,1,Carnivore,Vertivore,Aerial,-27.22,13.92,-8.53,23.37,7295779.86,Extant
Accipiter_poliocephalus,Accipitridae,Accipitriformes,Accipiter poliocephalus,25,15.4,10.1,13.7,60.3,210.5,67.8,142.8,32.1,157.2,214.8,Forest,1,1,Carnivore,Vertivore,Insessorial,-11.66,0.04,-5.32,140.74,671500.51,Extant
Accipiter_poliogaster,Accipitridae,Accipitriformes,Accipiter poliogaster,27.7,14.9,8,13.2,52.4,240.4,72.6,172.2,29.6,174.6,315,Forest,1,2,Carnivore,Vertivore,Insessorial,-30.38,6.82,-7.81,-60.09,7203530.62,Extant
Accipiter_princeps,Accipitridae,Accipitriformes,Accipiter princeps,33.6,22.2,13.8,17.8,68,266.3,77.8,188.5,29.2,192.3,214.8,Forest,1,1,Carnivore,Vertivore,Insessorial,-6.11,-4.23,-5.35,151.04,11549.62,Extant
Accipiter_rhodogaster,Accipitridae,Accipitriformes,Accipiter rhodogaster,20.5,11.8,7.9,10.8,53.4,172.6,51.6,122.4,29.7,125.8,172.7,Forest,1,1,Carnivore,Vertivore,Insessorial,-5.7,1.76,-1.93,121.39,146036.85,Extant
Accipiter_rufitorques,Accipitridae,Accipitriformes,Accipiter rufitorques,26,15.4,10.3,13.7,59.2,217.6,73.5,142,34.1,146,209,Forest,1,1,Carnivore,Vertivore,Generalist,-19.2,-16.15,-17.45,169.39,17581.12,Extant
Accipiter_rufiventris,Accipitridae,Accipitriformes,Accipiter rufiventris,20.3,10.7,7.8,10,54.2,218.6,83,134.3,38.1,165.8,198,Forest,1,1,Carnivore,Vertivore,Aerial,-34.04,15.67,-7.01,32.6,756057.21,Extant
Accipiter_soloensis,Accipitridae,Accipitriformes,Accipiter soloensis,25.6,11.4,8.6,9.7,39.5,187.8,73.1,114.4,39,123.4,164.8,Forest,1,3,Carnivore,Vertivore,Insessorial,20.24,47.24,31.97,117.13,2375886.74,Extant
Accipiter_striatus,Accipitridae,Accipitriformes,Accipiter striatus,19.4,10.5,8.7,10.4,49.8,184.2,60,124.2,32.5,144.2,130.6,Forest,1,3,Carnivore,Vertivore,Aerial,NA,NA,NA,NA,NA,Extant
Accipiter_superciliosus,Accipitridae,Accipitriformes,Accipiter superciliosus,19.4,10.8,6.7,10.4,37.4,146.4,38.6,105.2,26.9,104.6,96.4,Forest,1,1,Carnivore,Vertivore,Aerial,-28.11,14.61,-6.22,-60.98,8560355.56,Extant
Accipiter_tachiro,Accipitridae,Accipitriformes,Accipiter tachiro,18,15.3,9.8,12.3,61,222.8,55.6,161.8,25.7,180.3,290.2,Forest,1,1,Carnivore,Vertivore,Aerial,-34.84,4.53,-12.54,29.9,5174215.21,Extant
Accipiter_toussenelii,Accipitridae,Accipitriformes,Accipiter toussenelii,24.4,13.9,9.2,11.9,62.1,189,48.2,149.6,24.4,157.2,249.3,Forest,1,1,Carnivore,Vertivore,Insessorial,-6.06,17.41,3.51,15.99,4598131.33,Extant
Accipiter_trinotatus,Accipitridae,Accipitriformes,Accipiter trinotatus,20.4,13.3,8.6,11.2,48.2,162.9,43,115,27.2,128.8,146,Forest,1,1,Carnivore,Vertivore,Insessorial,-5.66,1.76,-1.81,121.37,120238.86,Extant
Accipiter_trivirgatus,Accipitridae,Accipitriformes,Accipiter trivirgatus,31.7,17.3,10.5,14.1,56.9,216.2,49.6,166.1,23,171.9,265,Forest,1,1,Carnivore,Vertivore,Insessorial,-8.85,31.08,13.91,101.71,3366430.69,Extant
Accipiter_ventralis,Accipitridae,Accipitriformes,Accipiter ventralis,18.4,9.9,6.5,9.3,50.7,180,52.8,130,28.8,126.4,233,Forest,1,3,Carnivore,Vertivore,Generalist,NA,NA,NA,NA,NA,Extant
Accipiter_virgatus,Accipitridae,Accipitriformes,Accipiter virgatus,21.2,11.7,7.6,10.2,49.8,167.7,46.7,123.1,27.4,123.9,117,Forest,1,2,Carnivore,Vertivore,Generalist,-8.98,35.61,22.08,101.25,4398429.71,Extant
Aegypius_monachus,Accipitridae,Accipitriformes,Aegypius monachus,87.8,59.9,27.9,39.8,134.2,734.2,302.2,432,41.1,371,9320.6,Forest,2,1,Scavenger,Scavenger,Terrestrial,25.27,54.37,41.63,87.87,7718571.19,Extant
Aquila_adalberti,Accipitridae,Accipitriformes,Aquila adalberti,61.2,39.8,21.1,31,98.4,592.5,235,357.5,39.7,297,2958,Woodland,1,2,Carnivore,Vertivore,Generalist,36.28,41.56,39.06,-5.23,131221.76,Extant
Aquila_africanus,Accipitridae,Accipitriformes,Aquila africanus,39.4,23.4,12.8,20.4,76.6,342.2,93.8,248.4,27.4,277.8,1047,Woodland,1,2,Carnivore,Vertivore,Generalist,-8.47,9.95,1.97,13.68,1918245.9,Extant
Aquila_audax,Accipitridae,Accipitriformes,Aquila audax,60.5,40.9,19.6,31.2,104,617.7,244.5,373.2,39.6,387,3449.9,Woodland,1,2,Carnivore,Vertivore,Generalist,-43.64,-8.78,-25.74,134.48,7679648.03,Extant
Aquila_chrysaetos,Accipitridae,Accipitriformes,Aquila chrysaetos,56.8,37,18.5,28.4,101.4,603.1,221.2,381.9,36.7,307.1,4248,Grassland,3,2,Carnivore,Vertivore,Aerial,6.36,71.12,50.67,38.05,39450257.98,Extant
Aquila_clanga,Accipitridae,Accipitriformes,Aquila clanga,50.2,31.2,15.6,23.2,96.8,510.6,192.2,314.8,37.9,261.4,2154.3,Wetland,3,3,Carnivore,Vertivore,Generalist,38.72,65.94,55.15,73.97,8980278.98,Extant
Aquila_fasciatus,Accipitridae,Accipitriformes,Aquila fasciatus,45.7,28.9,16.2,23.7,93.2,486.8,181.8,305,37.3,260,1936.5,Rock,3,2,Carnivore,Vertivore,Aerial,-10.37,45.24,27.52,62.08,5630034.84,Extant
Aquila_gurneyi,Accipitridae,Accipitriformes,Aquila gurneyi,55.4,33.3,16.6,21.9,99.4,544.5,183.8,360.8,33.8,365.5,3060,Forest,1,1,Carnivore,Vertivore,Aerial,-10.73,2.65,-5.05,140.46,601810.35,Extant
Aquila_hastata,Accipitridae,Accipitriformes,Aquila hastata,44.4,26.4,14,18.9,90.2,456.5,191.8,264.8,42,208.5,1359.4,Woodland,2,2,Carnivore,Vertivore,Generalist,8.07,32.46,21.43,81.1,2409106.07,Extant
Aquila_heliaca,Accipitridae,Accipitriformes,Aquila heliaca,59,37.5,19.8,28.4,93.7,582.2,230.8,354,39.5,316.2,3125.2,Woodland,1,3,Carnivore,Vertivore,Generalist,35.35,59.75,49.87,70.89,9556213.62,Extant
Aquila_nipalensis,Accipitridae,Accipitriformes,Aquila nipalensis,54.1,32.4,17.7,25.2,95.1,559.6,225.2,332,40.5,271.4,2714.3,Grassland,3,3,Carnivore,Vertivore,Aerial,31.2,53.52,43.73,85.14,6933240.92,Extant
Aquila_pomarina,Accipitridae,Accipitriformes,Aquila pomarina,47.3,26.9,13.4,19.5,91.6,459.3,184.8,271,40.6,213,1359.4,Forest,1,3,Carnivore,Vertivore,Generalist,35.81,60.04,49.67,26.85,2013351.79,Extant
Aquila_rapax,Accipitridae,Accipitriformes,Aquila rapax,54,31.5,16.8,24.3,84.3,506.6,196,310,38.7,242.4,2236.1,Shrubland,2,3,Carnivore,Vertivore,Generalist,-34.31,36.93,3.92,30.52,17572054.36,Extant
Aquila_verreauxii,Accipitridae,Accipitriformes,Aquila verreauxii,58.2,35.5,18.3,27.6,117.4,590.2,200.5,389.8,34,403.5,4195,Rock,3,1,Carnivore,Vertivore,Aerial,-34.84,30.44,-9.59,29.12,4020161.71,Extant
Aquila_wahlbergi,Accipitridae,Accipitriformes,Aquila wahlbergi,39.3,23.9,12.1,17.4,71.1,413.8,174.8,235.5,42.6,216.8,640,Shrubland,2,1,Carnivore,Vertivore,Insessorial,-29.95,18.69,-4.41,23.1,9578321.34,Extant
Aviceda_cuculoides,Accipitridae,Accipitriformes,Aviceda cuculoides,25.5,17.1,10.6,13.9,33,264.6,114,153.5,42.4,154.2,277,Forest,1,1,Carnivore,Vertivore,Insessorial,-34.21,14.08,-3.74,21.08,10593852.38,Extant
Aviceda_jerdoni,Accipitridae,Accipitriformes,Aviceda jerdoni,45.5,21.7,12.9,15.9,34.7,302.8,76.9,222.9,25.6,211,363,Forest,2,1,Carnivore,Omnivore,Insessorial,-5.95,28.63,6.17,107.44,1592906.95,Extant
Aviceda_leuphotes,Accipitridae,Accipitriformes,Aviceda leuphotes,24.6,16.4,10.2,12.5,25,230.6,82,150.2,35.3,124,194,Forest,2,3,Carnivore,Invertivore,Insessorial,8.56,33.35,23.21,103.96,3528791.57,Extant
Aviceda_madagascariensis,Accipitridae,Accipitriformes,Aviceda madagascariensis,28.6,20.1,11.6,16.2,38.7,314.2,106,207.5,33.8,169.2,277,Forest,1,1,Carnivore,Vertivore,Insessorial,-25.09,-11.95,-18.1,47.27,340717.9,Extant
Aviceda_subcristata,Accipitridae,Accipitriformes,Aviceda subcristata,28.3,19.7,11.6,14.7,36.3,336.6,134.5,200,40.2,202,322.7,Forest,2,1,Carnivore,Omnivore,Insessorial,-34.97,2.65,-12.44,141.78,1718124.83,Extant
Busarellus_nigricollis,Accipitridae,Accipitriformes,Busarellus nigricollis,40.8,27.1,12.5,17.6,76.1,393.5,105.9,283.1,27,199.8,766.1,Forest,1,1,Carnivore,Aquatic predator,Insessorial,-34.19,23.94,-7.16,-59.48,12825637.87,Extant
Butastur_indicus,Accipitridae,Accipitriformes,Butastur indicus,40.5,18.4,10.4,14.5,53.4,327.6,155.1,175.9,46.9,191.8,414.6,Woodland,2,3,Carnivore,Vertivore,Insessorial,30.99,52.35,44.31,129.81,1828306.34,Extant
Butastur_liventer,Accipitridae,Accipitriformes,Butastur liventer,31.3,17,10.5,14,61.7,275,115.6,159.4,42,149,338,Woodland,3,1,Carnivore,Vertivore,Insessorial,-8.78,23.45,12.53,104.1,1357262.8,Extant
Butastur_rufipennis,Accipitridae,Accipitriformes,Butastur rufipennis,28.7,16.3,10.3,12.3,58.4,311.2,143.5,170,45.8,181.4,334.9,Woodland,3,1,Carnivore,Invertivore,Insessorial,-6.49,19.11,12.64,11.75,3625177.22,Extant
Butastur_teesa,Accipitridae,Accipitriformes,Butastur teesa,30.6,18,10.7,13.8,60.4,295.4,132,165,44.5,191,325,Woodland,3,1,Carnivore,Vertivore,Insessorial,8.07,35.29,23.18,78.91,3969936.2,Extant
Buteo_albicaudatus,Accipitridae,Accipitriformes,Buteo albicaudatus,37.4,22.3,13.8,16.4,87.3,427,148.1,279,34.8,199,885,Grassland,3,1,Carnivore,Vertivore,Generalist,-40.32,29.69,-11.82,-58.97,9466789.11,Extant
Buteo_albigula,Accipitridae,Accipitriformes,Buteo albigula,27.9,17.9,11.4,15.2,57.9,291,109.6,181.4,37.6,182.2,525,Forest,2,3,Carnivore,Vertivore,Generalist,-51.06,5.43,-24.5,-72.05,1021826.91,Extant
Buteo_albonotatus,Accipitridae,Accipitriformes,Buteo albonotatus,35.1,21.1,12.7,16.9,70.4,398,159.7,236.7,40.3,217,745.9,Forest,1,1,Carnivore,Vertivore,Aerial,-28.09,36.47,0.47,-69.62,7192504.19,Extant
Buteo_archeri,Accipitridae,Accipitriformes,Buteo archeri,40.6,24.4,13,18.5,87.4,387,128.5,259.2,33.1,175.6,1099.2,Woodland,2,1,Carnivore,Vertivore,Insessorial,NA,NA,NA,NA,NA,Extant
Buteo_augur,Accipitridae,Accipitriformes,Buteo augur,43.9,24.5,13.7,19.3,90.4,423.1,129.7,295.8,30.5,195.6,1099.2,Woodland,2,1,Carnivore,Vertivore,Insessorial,NA,NA,NA,NA,NA,Extant
Buteo_auguralis,Accipitridae,Accipitriformes,Buteo auguralis,33.3,18.6,11.2,15.6,73.6,356.2,135.9,223.4,37.8,192.6,663.9,Forest,1,1,Carnivore,Vertivore,Insessorial,-12.58,16.03,7.61,12.15,7045229.26,Extant
Buteo_brachypterus,Accipitridae,Accipitriformes,Buteo brachypterus,33.6,19.7,11.5,16.4,63.1,315.4,100.1,215.2,31.7,184.4,511,Forest,1,1,Carnivore,Vertivore,Insessorial,-25.61,-11.95,-19.38,46.7,591120.44,Extant
Buteo_brachyurus,Accipitridae,Accipitriformes,Buteo brachyurus,31.1,17,10.4,14.9,53.8,307.6,90,213.3,29.7,171,496,Forest,1,1,Carnivore,Vertivore,Aerial,-30.69,29.85,-5.09,-62.04,14372802.04,Extant
Buteo_buteo,Accipitridae,Accipitriformes,Buteo buteo,35.6,21.1,12.5,16.6,75.7,374.6,143.8,231.2,38.2,204.1,759.1,Grassland,3,2,Carnivore,Vertivore,Insessorial,12.3,67.81,52.89,64.71,16600070.45,Extant
Buteo_galapagoensis,Accipitridae,Accipitriformes,Buteo galapagoensis,40.9,26,13.9,19.3,77,402.6,176.8,229.2,43.6,235.2,1137.4,Woodland,1,1,Carnivore,Vertivore,Aerial,-1.41,0.65,-0.44,-91.13,5639.54,Extant
Buteo_hemilasius,Accipitridae,Accipitriformes,Buteo hemilasius,40.7,23.1,14.7,18.8,80,467.2,179,290.2,38.2,251.4,1358.9,Grassland,3,1,Carnivore,Vertivore,Generalist,28.27,54.14,42.4,100.83,5366251.83,Extant
Buteo_jamaicensis,Accipitridae,Accipitriformes,Buteo jamaicensis,37.6,22.9,14.4,20.2,80.9,402.8,139.9,270.8,34.1,212.2,1101.2,Woodland,2,3,Carnivore,Vertivore,Insessorial,8.36,68.66,45.5,-105.33,15462822.34,Extant
Buteo_lagopus,Accipitridae,Accipitriformes,Buteo lagopus,34.5,20.2,11.7,15.9,72.3,428.3,180.3,248.5,42.1,240,949.8,Grassland,3,3,Carnivore,Vertivore,Insessorial,47.6,83.11,67.33,2.14,9709846.76,Extant
Buteo_leucorrhous,Accipitridae,Accipitriformes,Buteo leucorrhous,29,17,9.8,14.2,62.6,241,65.5,174.2,27.3,171.6,290,Forest,1,1,Carnivore,Vertivore,Insessorial,-29.69,11.14,-18.54,-56.7,1189248.2,Extant
Buteo_lineatus,Accipitridae,Accipitriformes,Buteo lineatus,33.1,20.3,11.8,16.3,74.1,319,106.9,212.8,33.4,172.8,603.7,Woodland,1,3,Carnivore,Vertivore,Aerial,24.95,47.85,37.72,-86.88,3542030.5,Extant
Buteo_magnirostris,Accipitridae,Accipitriformes,Buteo magnirostris,26.4,17.4,10.4,13.4,61.5,220.9,64.9,164.6,28,159.1,269,Forest,1,1,Carnivore,Vertivore,Insessorial,-38.24,25.35,-8.51,-60.46,15043360.16,Extant
Buteo_nitidus,Accipitridae,Accipitriformes,Buteo nitidus,31.6,19.3,11.3,15.9,69.3,253.2,76.2,188,28.8,167.7,519,Forest,1,1,Carnivore,Vertivore,Insessorial,-27.61,33.17,-3.27,-62.64,11845064.35,Extant
Buteo_oreophilus,Accipitridae,Accipitriformes,Buteo oreophilus,34.7,18.8,11.4,15.2,69.7,345.9,127.2,218.7,36.7,183,700,Forest,1,1,Carnivore,Vertivore,Insessorial,-34.84,13.65,-4.09,33.52,776157.72,Extant
Buteo_platypterus,Accipitridae,Accipitriformes,Buteo platypterus,28.3,17.8,11.1,14.4,53.4,277.7,103.7,177.4,36.9,178.8,453.7,Forest,2,3,Carnivore,Vertivore,Insessorial,11.13,55.3,42.9,-87.09,4864047.78,Extant
Buteo_polyosoma,Accipitridae,Accipitriformes,Buteo polyosoma,36.3,21.1,13,18.3,83.4,402,153.3,249.8,38.1,192.8,782.6,Shrubland,2,2,Carnivore,Vertivore,Aerial,-55.98,6.3,-31.98,-70.13,3165493.22,Extant
Buteo_regalis,Accipitridae,Accipitriformes,Buteo regalis,41.3,23.8,18.3,20.2,81.6,431,179.2,254.5,41.3,240.6,1437.2,Grassland,3,3,Carnivore,Vertivore,Generalist,33.21,53.3,43.14,-108.76,2780053.23,Extant
Buteo_ridgwayi,Accipitridae,Accipitriformes,Buteo ridgwayi,26.5,14.9,9.8,14.2,65.8,222.5,73.9,148.6,33.4,144.2,315,Forest,1,1,Carnivore,Vertivore,Insessorial,18.97,19.27,19.07,-69.57,210.23,Extant
Buteo_rufinus,Accipitridae,Accipitriformes,Buteo rufinus,41.6,23.5,14,19.8,86.1,447.5,180.8,266.8,40.5,244.5,1166.2,Grassland,3,3,Carnivore,Vertivore,Generalist,13.22,53.66,40.86,49.85,8574436.83,Extant
Buteo_rufofuscus,Accipitridae,Accipitriformes,Buteo rufofuscus,39.8,23.2,13.4,17.9,84.9,413.2,140.6,275.9,33.8,190.4,1530,Grassland,3,2,Carnivore,Vertivore,Generalist,-34.84,-19.37,-28.14,23.03,1533534.66,Extant
Buteo_solitarius,Accipitridae,Accipitriformes,Buteo solitarius,31.8,20.4,13.2,15.9,72.7,270.2,92.3,178,34.1,160.5,500.9,Forest,1,1,Carnivore,Vertivore,Insessorial,18.99,20.27,19.6,-155.53,6957.48,Extant
Buteo_swainsoni,Accipitridae,Accipitriformes,Buteo swainsoni,35.3,21,13.6,16.6,60.7,383.7,175.2,201.8,46.6,193.6,946.6,Grassland,3,3,Carnivore,Vertivore,Insessorial,24.73,57.08,40.95,-107.07,4303055.16,Extant
Buteo_ventralis,Accipitridae,Accipitriformes,Buteo ventralis,37.2,23.2,13,19,76.8,359,118.4,240.6,33,221.5,1190.5,Forest,1,2,Carnivore,Vertivore,Insessorial,-55.92,-35.01,-47.95,-71.73,536992.07,Extant
Buteogallus_aequinoctialis,Accipitridae,Accipitriformes,Buteogallus aequinoctialis,36.1,23.3,11.2,16,73.3,316.2,78.8,237.5,24.9,147.2,657.6,Woodland,2,1,Carnivore,Aquatic predator,Insessorial,-25.99,10.72,-3.65,-47.36,132570.12,Extant
Buteogallus_anthracinus,Accipitridae,Accipitriformes,Buteogallus anthracinus,39.6,25.1,12.9,17.5,78.6,355.2,106,239.5,30.7,206.2,975.1,Woodland,2,1,Carnivore,Aquatic predator,Insessorial,-3.68,34.7,18.62,-93.02,1898078.97,Extant
Buteogallus_gundlachii,Accipitridae,Accipitriformes,Buteogallus gundlachii,39.6,24.4,12.3,17.3,85.2,348.1,112.6,235.6,32.4,190,975.1,Woodland,2,1,Carnivore,Omnivore,Insessorial,19.83,23.28,21.78,-80.11,14641.79,Extant
