"","Phylo","Family","Order","Scientific_name","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status","Habitat_Category","IsMigrate","cMass"
"1","Abroscopus_albogularis","Sylviidae","Passeriformes","Abroscopus albogularis",9,4.9,2.7,2.3,15.3,43.4,5.7,37.3,13.3,38.7,4.8,"Forest","1","1","Carnivore","Invertivore","Insessorial",14.97,31.56,24.78,105.57,1704650.6,"Extant","Forested_Vegetated",1,-0.902198270972569
"2","Abroscopus_schisticeps","Sylviidae","Passeriformes","Abroscopus schisticeps",9,4.7,2.6,2.3,16.5,47.1,7.6,39.5,16.1,47.5,4.7,"Forest","1","1","Carnivore","Invertivore","Insessorial",20.19,31.12,26.7,95.58,909217.05,"Extant","Forested_Vegetated",1,-0.923251680170401
"3","Abroscopus_superciliaris","Sylviidae","Passeriformes","Abroscopus superciliaris",12.3,7.4,3.1,2.8,16.6,51.2,6.5,44.5,12.7,42.4,6.5,"Shrubland","1","1","Carnivore","Invertivore","Insessorial",-8.11,28.81,9.89,105.2,2493437.47,"Extant","Arid_Open",1,-0.599012011984823
"4","Achaetops_pycnopygius","Sylviidae","Passeriformes","Achaetops pycnopygius",20.1,9.5,3.3,4.6,24.2,68.1,4.4,62.7,6.6,79.4,28.3,"Rock","3","1","Carnivore","Invertivore","Insessorial",-24.27,-8.76,-18.6,15.07,423641.18,"Extant","Arid_Open",1,0.872047615762778
"5","Acrocephalus_aedon","Sylviidae","Passeriformes","Acrocephalus aedon",17.8,10.8,4.9,5.1,26,78.4,16.9,61.6,21.6,78.6,22.4,"Shrubland","3","3","Carnivore","Invertivore","Insessorial",38.72,59.51,50.11,110.59,6900163.32,"Extant","Arid_Open",0,0.63824676997458
"6","Acrocephalus_aequinoctialis","Sylviidae","Passeriformes","Acrocephalus aequinoctialis",20.9,11,3.4,3.5,24.5,73.5,14.3,59.2,19.5,63.5,25,"Shrubland","3","1","Carnivore","Invertivore","Generalist",1.78,4.7,2.11,-157.63,229.11,"Extant","Arid_Open",1,0.748061635981787
"7","Acrocephalus_agricola","Sylviidae","Passeriformes","Acrocephalus agricola",13.6,7.8,3.2,2.8,21.1,55.2,10.1,44.7,18.4,54.9,9.6,"Wetland","3","3","Carnivore","Invertivore","Insessorial",35.39,56.93,46.5,71.71,6560153.7,"Extant","Aquatic_Coastal",0,-0.209051090412623
"8","Acrocephalus_arundinaceus","Sylviidae","Passeriformes","Acrocephalus arundinaceus",21.9,12.9,4.6,5.1,27.3,91.1,24.7,66.7,26.8,75,30,"Wetland","3","3","Carnivore","Invertivore","Insessorial",23.84,63.2,47.42,70.38,14642510.44,"Extant","Aquatic_Coastal",0,0.930383192775742
"9","Acrocephalus_atyphus","Sylviidae","Passeriformes","Acrocephalus atyphus",26.7,15,4.7,4.9,28.1,88.3,16.3,71.6,18.6,78.2,30,"Shrubland","3","1","Carnivore","Invertivore","Insessorial",-21.73,-14.09,-16.91,-144.1,611.16,"Extant","Arid_Open",1,0.930383192775742
"10","Acrocephalus_australis","Sylviidae","Passeriformes","Acrocephalus australis",19.9,10.6,3.8,4.1,24,71.6,16.3,55,22.9,67,17.7,"Wetland","3","3","Carnivore","Invertivore","Insessorial",-43.31,18.84,-21.31,137.46,5363722.05,"Extant","Aquatic_Coastal",0,0.402750450693369
"11","Acrocephalus_baeticatus","Sylviidae","Passeriformes","Acrocephalus baeticatus",19.5,8.6,3,2.9,20.5,59.1,10.7,47.9,18.2,49.2,10.2,"Wetland","3","3","Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant","Aquatic_Coastal",0,-0.148426468596189
"12","Acrocephalus_bistrigiceps","Sylviidae","Passeriformes","Acrocephalus bistrigiceps",13.4,7.7,3,2.6,20.1,52.7,11.4,40.7,21.9,50.4,8.7,"Wetland","3","3","Carnivore","Invertivore","Insessorial",29.02,54.71,43.82,124.82,4170337.09,"Extant","Aquatic_Coastal",0,-0.307491163225876
"13","Acrocephalus_brevipennis","Sylviidae","Passeriformes","Acrocephalus brevipennis",19.3,11.9,4,3.5,26.3,65.9,10.6,55.4,16,61.5,16,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",14.88,16.68,15.18,-23.83,1324.46,"Extant","Arid_Open",1,0.301774533353367
"14","Acrocephalus_caffer","Sylviidae","Passeriformes","Acrocephalus caffer",33.1,19,5,5.1,30.7,93.2,16.6,76.5,17.9,81.8,43.8,"Forest","2","1","Carnivore","Invertivore","Insessorial",-17.78,-17.47,-17.61,-149.56,401.36,"Extant","Forested_Vegetated",1,1.30881962849599
"15","Acrocephalus_concinens","Sylviidae","Passeriformes","Acrocephalus concinens",13.7,8,3.3,2.9,22,55.6,9.7,45.5,17.6,56,8.3,"Wetland","2","2","Carnivore","Invertivore","Insessorial",23.52,41.88,33.61,105.24,2146677.25,"Extant","Aquatic_Coastal",0,-0.354558674083862
"16","Acrocephalus_dumetorum","Sylviidae","Passeriformes","Acrocephalus dumetorum",16.4,9.2,3.6,3.1,22.3,62.1,12.7,49.6,20.4,53.1,11.2,"Wetland","2","3","Carnivore","Invertivore","Insessorial",37.32,64.23,55.04,64.74,5747941.28,"Extant","Aquatic_Coastal",0,-0.0549004105853652
"17","Acrocephalus_familiaris","Sylviidae","Passeriformes","Acrocephalus familiaris",17.1,9.6,3.4,3.5,21.4,60.5,9.1,51.4,15.1,56.5,18.3,"Shrubland","3","1","Carnivore","Invertivore","Insessorial",23.05,23.06,23.06,-161.92,1.55,"Extant","Arid_Open",1,0.436086870960962
"18","Acrocephalus_gracilirostris","Sylviidae","Passeriformes","Acrocephalus gracilirostris",17.8,9.9,3.5,3.5,23.5,64.7,7.9,55,12.6,59.3,14.4,"Wetland","3","1","Carnivore","Invertivore","Insessorial",-34.84,14.77,-13.82,29.52,4809980,"Extant","Aquatic_Coastal",1,0.196414017695541
"19","Acrocephalus_griseldis","Sylviidae","Passeriformes","Acrocephalus griseldis",21.2,12.9,4,3.8,24.2,79.9,23.2,56.4,29.2,64,16.7,"Wetland","3","3","Carnivore","Invertivore","Insessorial",28.93,34.61,31.95,45.59,105982.42,"Extant","Aquatic_Coastal",0,0.344594530536296
"20","Acrocephalus_kerearako","Sylviidae","Passeriformes","Acrocephalus kerearako",21.3,11.7,4.4,4.2,27.2,73,13.2,59.8,18.1,77,22.5,"Forest","2","1","Carnivore","Invertivore","Insessorial",-21.94,-19.76,-21.34,-157.87,69.45,"Extant","Forested_Vegetated",1,0.64270112032396
"21","Acrocephalus_luscinius","Sylviidae","Passeriformes","Acrocephalus luscinius",35.5,21.9,4.9,4.9,30.1,85.7,15,70.7,17.4,78,30.6,"Wetland","2","1","Carnivore","Invertivore","Terrestrial",15.1,17.62,15.34,145.76,134.91,"Extant","Aquatic_Coastal",1,0.950185820071921
"22","Acrocephalus_melanopogon","Sylviidae","Passeriformes","Acrocephalus melanopogon",12.7,7.2,2.6,2.5,19,56.7,10.9,45.8,19.3,47.8,10.9,"Wetland","3","3","Carnivore","Invertivore","Insessorial",24.37,49.94,42.27,49.27,2304218.81,"Extant","Aquatic_Coastal",0,-0.0820513996513159
"23","Acrocephalus_mendanae","Sylviidae","Passeriformes","Acrocephalus mendanae",30.1,18.1,5,5.1,30.1,98.8,19.1,79.8,19.3,89.3,36.3,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-10.54,-7.86,-9.37,-139.57,1071.88,"Extant","Arid_Open",1,1.12100355238439
"24","Acrocephalus_newtoni","Sylviidae","Passeriformes","Acrocephalus newtoni",18.1,10.3,3.7,3.6,25.6,66.5,9.8,56.3,14.9,76.2,17,"Wetland","3","1","Carnivore","Invertivore","Insessorial",-25.61,-11.95,-19.38,46.7,591120.51,"Extant","Aquatic_Coastal",1,0.362399155169802
"25","Acrocephalus_orinus","Sylviidae","Passeriformes","Acrocephalus orinus",16.8,9.6,4,3.1,21.8,58,11.8,46.2,20.3,55.4,24.2,"Wetland","3","3","Carnivore","Invertivore","Insessorial",36.08,38.8,37.13,71.38,15471.91,"Extant","Aquatic_Coastal",0,0.715538444276227
"26","Acrocephalus_paludicola","Sylviidae","Passeriformes","Acrocephalus paludicola",12.3,7,2.6,2.9,19.4,62.1,17.7,44.4,28.4,47.2,11.6,"Wetland","3","3","Carnivore","Invertivore","Insessorial",49.28,56.15,52.09,24.27,182586.45,"Extant","Aquatic_Coastal",0,-0.0198090907740949
"27","Acrocephalus_palustris","Sylviidae","Passeriformes","Acrocephalus palustris",16.1,8.2,3.3,3.3,21.3,68.6,19.2,49.6,27.9,56.5,11.5,"Shrubland","2","3","Carnivore","Invertivore","Insessorial",37.03,65.42,51.96,32.36,5996672.74,"Extant","Arid_Open",0,-0.0284671535172096
"28","Acrocephalus_rehsei","Sylviidae","Passeriformes","Acrocephalus rehsei",21.2,12,4.2,3.8,27.9,71.5,9.9,61.6,13.8,66,20.1,"Forest","2","1","Carnivore","Invertivore","Insessorial",-0.55,-0.5,-0.53,166.92,18.3,"Extant","Forested_Vegetated",1,0.529905626178616
"29","Acrocephalus_rimatarae","Sylviidae","Passeriformes","Acrocephalus rimatarae",24.6,13.6,4.2,4.1,29.4,84.5,14.1,70.4,16.7,85,26.5,"Wetland","1","1","Carnivore","Invertivore","Insessorial",-22.66,-22.64,-22.65,-152.81,6.84,"Extant","Aquatic_Coastal",1,0.806330544105763
"30","Acrocephalus_rodericanus","Sylviidae","Passeriformes","Acrocephalus rodericanus",17.7,10.3,3.2,2.9,23.1,60.4,10.2,50.2,16.9,74.4,11.8,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-19.72,-19.69,-19.7,63.44,2.73,"Extant","Arid_Open",1,-0.00271465741479471
"31","Acrocephalus_rufescens","Sylviidae","Passeriformes","Acrocephalus rufescens",20.7,11.9,4.5,4,27.8,72.3,10.8,61.5,14.9,69,22.7,"Wetland","3","1","Carnivore","Invertivore","Insessorial",-20.36,16.89,1.16,18.49,1400095.07,"Extant","Aquatic_Coastal",1,0.651550735600943
"32","Acrocephalus_schoenobaenus","Sylviidae","Passeriformes","Acrocephalus schoenobaenus",14.9,8.2,2.9,2.8,20.9,65.4,18.4,46.9,28.2,48.9,11.8,"Wetland","3","3","Carnivore","Invertivore","Insessorial",36.21,71.12,56.04,47.36,11967937.01,"Extant","Aquatic_Coastal",0,-0.00271465741479471
"33","Acrocephalus_scirpaceus","Sylviidae","Passeriformes","Acrocephalus scirpaceus",17.4,8.8,3.4,2.8,21.7,67.1,17.4,49.9,25.8,52.2,12.3,"Wetland","3","3","Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant","Aquatic_Coastal",0,0.0387850734919581
"34","Acrocephalus_sechellensis","Sylviidae","Passeriformes","Acrocephalus sechellensis",17.7,10.2,4,3.3,24,65.8,7.8,58.4,11.8,60.6,15.9,"Shrubland","2","1","Carnivore","Invertivore","Insessorial",-4.35,-4.21,-4.27,55.66,1.59,"Extant","Arid_Open",1,0.295504920339772
"35","Acrocephalus_sorghophilus","Sylviidae","Passeriformes","Acrocephalus sorghophilus",14.9,9.7,3.4,3.6,22.4,65.5,15.4,50.1,23.6,55.8,8.2,"Wetland","2","3","Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,"Extant","Aquatic_Coastal",0,-0.366680034616206
"36","Acrocephalus_stentoreus","Sylviidae","Passeriformes","Acrocephalus stentoreus",24.6,14.7,4.4,4.6,27.3,80.1,18.2,62.1,22.6,74.5,24.2,"Wetland","3","2","Carnivore","Invertivore","Insessorial",5.92,47.28,32.95,75.17,4179062.95,"Extant","Aquatic_Coastal",0,0.715538444276227
"37","Acrocephalus_syrinx","Sylviidae","Passeriformes","Acrocephalus syrinx",24.8,14.2,4.5,4.2,26.1,76,12.3,63.4,16.3,71.4,34,"Forest","2","1","Carnivore","Invertivore","Terrestrial",5.26,7.46,6.63,158,562.18,"Extant","Forested_Vegetated",1,1.05554633572975
"38","Acrocephalus_taiti","Sylviidae","Passeriformes","Acrocephalus taiti",20.5,12.1,4.1,4,29.5,82,13.9,68.1,17,78,24.3,"Woodland","1","1","Carnivore","Invertivore","Insessorial",-24.42,-24.33,-24.38,-128.32,44.55,"Extant","Forested_Vegetated",1,0.719662161460089
"39","Acrocephalus_tangorum","Sylviidae","Passeriformes","Acrocephalus tangorum",14.5,8.6,3.6,2.8,21.6,53.5,10.3,43.1,19.4,53.2,8,"Wetland","2","3","Carnivore","Invertivore","Insessorial",45.42,53.16,49.24,127.78,753054.77,"Extant","Aquatic_Coastal",0,-0.391372647206578
"40","Acrocephalus_vaughani","Sylviidae","Passeriformes","Acrocephalus vaughani",20.4,11.8,4.2,4,27.9,77.4,13.3,64.7,17.1,71.4,24.4,"Forest","1","1","Carnivore","Invertivore","Insessorial",-25.08,-25.06,-25.07,-130.1,4.8,"Extant","Forested_Vegetated",1,0.723768943412742
"41","Amaurocichla_bocagei","Sylviidae","Passeriformes","Amaurocichla bocagei",19.1,13,3.9,3.8,23.9,63,6.9,56.1,11,34,7,"Forest","1","1","Carnivore","Invertivore","Terrestrial",0.07,0.34,0.21,6.56,340.89,"Extant","Forested_Vegetated",1,-0.524904039831101
"42","Amphilais_seebohmi","Sylviidae","Passeriformes","Amphilais seebohmi",12,6.3,2.5,3.2,18.5,50.1,6,44.1,12.1,92.5,12.3,"Shrubland","3","1","Carnivore","Invertivore","Insessorial",-25.2,-12.43,-18.92,47.68,290843.73,"Extant","Arid_Open",1,0.0387850734919581
"43","Artisornis_metopias","Sylviidae","Passeriformes","Artisornis metopias",14.5,7.4,2.7,2.3,21.8,46.7,4,41.9,8.8,39.9,8.4,"Forest","1","1","Carnivore","Invertivore","Insessorial",-13.33,-3.84,-8.22,36.13,68472.65,"Extant","Forested_Vegetated",1,-0.342582483037146
"44","Artisornis_moreaui","Sylviidae","Passeriformes","Artisornis moreaui",16.9,8.8,2.9,2.7,17.9,47.3,4.8,38.9,10.9,52.4,9.2,"Forest","1","1","Carnivore","Invertivore","Insessorial",-12.86,-4.83,-9.66,36.61,990.97,"Extant","Forested_Vegetated",1,-0.251610704831419
"45","Bathmocercus_cerviniventris","Sylviidae","Passeriformes","Bathmocercus cerviniventris",14.4,8.6,3.6,4,23.3,57.1,5,51.6,8.9,51.4,15.8,"Forest","1","1","Carnivore","Invertivore","Insessorial",4.88,9.37,7.23,-9.35,84168.02,"Extant","Forested_Vegetated",1,0.289195751146507
"46","Bathmocercus_rufus","Sylviidae","Passeriformes","Bathmocercus rufus",15.7,7.6,3.3,3.7,25,56.7,4.5,52.9,7.8,55,15.4,"Forest","1","1","Carnivore","Invertivore","Insessorial",-4.91,6.49,1.69,19.03,638060.54,"Extant","Forested_Vegetated",1,0.26355332053317
"47","Bathmocercus_winifredae","Sylviidae","Passeriformes","Bathmocercus winifredae",15.6,8.4,3.3,3.5,22.1,56.3,4.5,51.8,8.1,53.8,14.8,"Forest","1","1","Carnivore","Invertivore","Insessorial",-7.97,-5.91,-6.89,36.77,6749.9,"Extant","Forested_Vegetated",1,0.223812991883655
"48","Bernieria_apperti","Sylviidae","Passeriformes","Bernieria apperti",13.6,7.5,2.8,3,19.7,62,7.7,54.3,12.4,59,14.6,"Woodland","1","1","Carnivore","Invertivore","Terrestrial",-22.95,-22.37,-22.61,44.73,1495.63,"Extant","Forested_Vegetated",1,0.210207339827877
"49","Bernieria_cinereiceps","Sylviidae","Passeriformes","Bernieria cinereiceps",14.6,8,2.6,3.2,21.8,70.2,9.2,61.1,12.9,59.5,18.2,"Forest","1","1","Carnivore","Invertivore","Insessorial",-25.02,-12.49,-18.47,47.92,163803.27,"Extant","Forested_Vegetated",1,0.430607405196336
"50","Bernieria_madagascariensis","Sylviidae","Passeriformes","Bernieria madagascariensis",24.4,14.1,3.4,4.7,23.4,77.2,8.7,66.6,11.4,72.4,25.3,"Forest","1","1","Carnivore","Invertivore","Insessorial",-25.18,-11.95,-18.39,47.06,445930.23,"Extant","Forested_Vegetated",1,0.75999020684706
"51","Bernieria_tenebrosa","Sylviidae","Passeriformes","Bernieria tenebrosa",15.4,7.6,3,3.8,23.4,67.5,7.4,60,10.9,48.5,21.4,"Forest","1","1","Carnivore","Invertivore","Terrestrial",-19.26,-14.41,-16.15,49.5,15950.29,"Extant","Forested_Vegetated",1,0.592576733141392
"52","Bernieria_zosterops","Sylviidae","Passeriformes","Bernieria zosterops",16.8,9.3,3.1,3.9,21.6,71.5,9.7,62,13.6,70.6,10.9,"Forest","1","1","Carnivore","Invertivore","Insessorial",-25.18,-12.43,-18.56,48.31,210073.52,"Extant","Forested_Vegetated",1,-0.0820513996513159
"53","Bowdleria_punctata","Sylviidae","Passeriformes","Bowdleria punctata",15.4,9.3,3.6,4.5,24.4,66.4,9.8,57.4,14.6,74.7,25.2,"Shrubland","2","1","Carnivore","Invertivore","Generalist",-48.02,-34.39,-41.77,172.11,196473.42,"Extant","Arid_Open",1,0.756029805630964
"54","Bradypterus_accentor","Sylviidae","Passeriformes","Bradypterus accentor",14.8,8.8,3.3,3.4,22.8,58,6.2,51.3,10.8,61.2,14,"Forest","1","1","Carnivore","Invertivore","Generalist",5.47,6.18,5.89,116.45,488.6,"Extant","Forested_Vegetated",1,0.168243140728844
"55","Bradypterus_alfredi","Sylviidae","Passeriformes","Bradypterus alfredi",16.4,9.2,3,3.7,22.2,57.8,4.9,52.9,8.5,58,17.5,"Forest","2","1","Carnivore","Invertivore","Generalist",-12.27,9.67,-3.12,28.88,91453.25,"Extant","Forested_Vegetated",1,0.391386692043055
"56","Bradypterus_alishanensis","Sylviidae","Passeriformes","Bradypterus alishanensis",13.8,7.8,2.6,2.8,19.6,54,10.3,43.7,19.1,58.5,10,"Grassland","2","1","Carnivore","Invertivore","Generalist",22.37,24.82,23.76,121.11,12632.48,"Extant","Arid_Open",1,-0.168229095892368
"57","Bradypterus_baboecala","Sylviidae","Passeriformes","Bradypterus baboecala",14.8,8.2,2.5,3,20.4,58.5,7.3,50.8,12.6,64.2,12.9,"Wetland","3","1","Carnivore","Invertivore","Insessorial",-34.84,13.42,-15.21,28.68,3450481.85,"Extant","Aquatic_Coastal",1,0.0864131224812126
"58","Bradypterus_bangwaensis","Sylviidae","Passeriformes","Bradypterus bangwaensis",15.7,8,2.8,3.4,24.1,61.3,5.1,56,8.3,65.6,21,"Forest","1","1","Carnivore","Invertivore","Insessorial",4.13,7.45,6.19,10.67,6930.35,"Extant","Forested_Vegetated",1,0.573708248837009
"59","Bradypterus_barratti","Sylviidae","Passeriformes","Bradypterus barratti",14.3,7.5,3,3.4,21.9,62.3,8,54.1,12.8,71.2,18.8,"Forest","1","2","Carnivore","Invertivore","Generalist",-33.78,-18.16,-28.28,29.67,227225.24,"Extant","Forested_Vegetated",0,0.46304268094949
"60","Bradypterus_carpalis","Sylviidae","Passeriformes","Bradypterus carpalis",16.5,9.6,2.8,3.6,26.2,67.8,7.1,60.8,10.4,71.3,22.4,"Wetland","3","1","Carnivore","Invertivore","Insessorial",-10.77,4.48,-3.28,29.91,116124.15,"Extant","Aquatic_Coastal",1,0.63824676997458
"61","Bradypterus_castaneus","Sylviidae","Passeriformes","Bradypterus castaneus",19.3,9,3,3.5,24.9,57.8,4.6,53.1,8,55.3,19,"Forest","1","2","Carnivore","Invertivore","Generalist",-5.43,1.22,-2.05,120.93,35721.93,"Extant","Forested_Vegetated",0,0.473624790280026
"62","Bradypterus_caudatus","Sylviidae","Passeriformes","Bradypterus caudatus",15.4,8.6,3,3.6,25.3,60.7,5.2,55.2,8.7,83,22.9,"Forest","1","2","Carnivore","Invertivore","Generalist",6.85,18.53,12.78,122.92,24616.94,"Extant","Forested_Vegetated",0,0.66032272167378
"63","Bradypterus_cinnamomeus","Sylviidae","Passeriformes","Bradypterus cinnamomeus",15.6,7.4,2.9,3.2,23.1,62.3,5.6,56.6,9,65.3,17.4,"Forest","1","1","Carnivore","Invertivore","Generalist",-16.23,13.71,-0.05,34.45,513979.16,"Extant","Forested_Vegetated",1,0.385656017334069
"64","Bradypterus_davidi","Sylviidae","Passeriformes","Bradypterus davidi",12.1,6.7,2.4,2.6,18.5,53.2,10.3,41.5,19.9,43.2,10,"Shrubland","2","3","Carnivore","Invertivore","Generalist",37.6,55.85,49.15,120.27,1190161.8,"Extant","Arid_Open",0,-0.168229095892368
"65","Bradypterus_grandis","Sylviidae","Passeriformes","Bradypterus grandis",15.4,9,3.1,4,24.8,66,6,60,9.1,82,18.5,"Wetland","3","1","Carnivore","Invertivore","Insessorial",-2.09,2.94,-0.94,11.92,12448.47,"Extant","Aquatic_Coastal",1,0.446956543197865
"66","Bradypterus_graueri","Sylviidae","Passeriformes","Bradypterus graueri",12.4,7.7,3.3,3.8,24.2,57.5,6.6,50.9,11.5,70.7,17,"Wetland","2","1","Carnivore","Invertivore","Insessorial",-4.04,0,-1.61,29.18,15367.1,"Extant","Aquatic_Coastal",1,0.362399155169802
"67","Bradypterus_lopezi","Sylviidae","Passeriformes","Bradypterus lopezi",16.4,7.7,3,3.2,23.3,60.6,6.6,54,10.9,58.7,19.2,"Forest","1","1","Carnivore","Invertivore","Generalist",-17.2,5.96,-8.45,30.35,424179.16,"Extant","Forested_Vegetated",1,0.484096090147322
"68","Bradypterus_luteoventris","Sylviidae","Passeriformes","Bradypterus luteoventris",12.6,7.1,2.6,2.9,19,51.6,5.4,45.9,10.6,55,13.2,"Shrubland","1","2","Carnivore","Invertivore","Generalist",16.8,29.69,24.82,105.55,1644977.71,"Extant","Arid_Open",0,0.109402640705911
"69","Bradypterus_major","Sylviidae","Passeriformes","Bradypterus major",15.8,10.3,2.9,3,21.4,57.7,9.2,48.1,16.2,60.6,13,"Shrubland","3","2","Carnivore","Invertivore","Generalist",32.98,38.85,35.68,76.52,72981.07,"Extant","Arid_Open",0,0.0941351685751228
"70","Bradypterus_mandelli","Sylviidae","Passeriformes","Bradypterus mandelli",13,7.2,2.8,3,17.8,50,7.4,42.5,14.9,55,11.3,"Shrubland","2","2","Carnivore","Invertivore","Generalist",11.66,30.04,24.72,106.12,1711612.35,"Extant","Arid_Open",0,-0.046011463168119
"71","Bradypterus_montis","Sylviidae","Passeriformes","Bradypterus montis",13.8,7.9,3.2,3.3,20.8,54.8,6.8,48,12.4,65.5,14,"Shrubland","2","1","Carnivore","Invertivore","Generalist",NA,NA,NA,NA,NA,"Extant","Arid_Open",1,0.168243140728844
"72","Bradypterus_palliseri","Sylviidae","Passeriformes","Bradypterus palliseri",17.1,8.9,3,3.5,25.2,59.7,5.1,54,8.6,67.4,9,"Forest","2","1","Carnivore","Invertivore","Insessorial",6.69,7.6,7,80.78,3806.14,"Extant","Forested_Vegetated",1,-0.273589611550194
"73","Bradypterus_seebohmi","Sylviidae","Passeriformes","Bradypterus seebohmi",13.6,7.4,3.1,3.2,21.8,53.5,8.2,45.2,15.2,62.5,11.3,"Grassland","3","1","Carnivore","Invertivore","Generalist",15.96,17.75,16.88,120.91,7104.37,"Extant","Arid_Open",1,-0.046011463168119
"74","Bradypterus_sylvaticus","Sylviidae","Passeriformes","Bradypterus sylvaticus",14.4,8.1,2.7,3.1,19.2,57,8.3,48.7,14.5,56.8,21,"Forest","2","1","Carnivore","Invertivore","Generalist",-34.21,-31.42,-33.43,24.28,8825.28,"Extant","Forested_Vegetated",1,0.573708248837009
"75","Bradypterus_tacsanowskius","Sylviidae","Passeriformes","Bradypterus tacsanowskius",13.2,7.3,2.3,2.9,19.1,56.1,10,46.1,17.8,58.5,14,"Shrubland","2","3","Carnivore","Invertivore","Generalist",22.19,54.31,40.23,110.99,2385550,"Extant","Arid_Open",0,0.168243140728844
"76","Bradypterus_thoracicus","Sylviidae","Passeriformes","Bradypterus thoracicus",12.7,7.2,2.5,2.9,19.4,53.4,7.8,45.3,14.7,52.6,10.8,"Shrubland","2","1","Carnivore","Invertivore","Generalist",23.56,36.91,30.45,99.51,1118412.05,"Extant","Arid_Open",1,-0.0912680547562399
"77","Bradypterus_timorensis","Sylviidae","Passeriformes","Bradypterus timorensis",13.5,7.9,2.9,3.2,18.8,54,7.9,46.1,14.6,71,11.3,"Shrubland","1","1","Carnivore","Invertivore","Generalist",-9.67,-9.49,-9.58,124.19,253.94,"Extant","Arid_Open",1,-0.046011463168119
"78","Bradypterus_victorini","Sylviidae","Passeriformes","Bradypterus victorini",13.9,7,2.5,3.1,20.8,52,3.1,48.9,6,72.1,10,"Shrubland","2","1","Carnivore","Invertivore","Terrestrial",-34.83,-32.05,-33.64,21.4,78210.99,"Extant","Arid_Open",1,-0.168229095892368
"79","Buettikoferella_bivittata","Sylviidae","Passeriformes","Buettikoferella bivittata",18,10.1,3.1,4.4,23.2,64.2,6.8,57.4,10.7,76.5,30,"Forest","2","1","Carnivore","Invertivore","Generalist",-10.37,-8.33,-9.23,125.12,25788.08,"Extant","Forested_Vegetated",1,0.930383192775742
"80","Cettia_acanthizoides","Sylviidae","Passeriformes","Cettia acanthizoides",11.3,5.6,2.4,2.4,19.8,51.1,6.6,44.5,12.9,46.8,5.3,"Shrubland","2","2","Carnivore","Invertivore","Generalist",22.9,34.03,30.19,106.58,311800.42,"Extant","Arid_Open",0,-0.803107368328338
"81","Cettia_annae","Sylviidae","Passeriformes","Cettia annae",21.3,10.7,3.4,3.7,27.8,70,10.7,59.3,15.2,62,18.5,"Forest","1","1","Carnivore","Invertivore","Generalist",6.97,7.73,7.46,134.54,442.79,"Extant","Forested_Vegetated",1,0.446956543197865
"82","Cettia_brunnescens","Sylviidae","Passeriformes","Cettia brunnescens",12.2,6.2,2.4,2.4,20.3,51.5,6.3,44.8,12.4,48,5.3,"Shrubland","2","2","Carnivore","Invertivore","Generalist",26.91,31.09,28.62,88.71,215910.72,"Extant","Arid_Open",0,-0.803107368328338
"83","Cettia_brunnifrons","Sylviidae","Passeriformes","Cettia brunnifrons",11,5.2,2.1,2.4,18.2,45.4,4.8,40.7,10.7,43.2,7.3,"Shrubland","2","2","Carnivore","Invertivore","Generalist",22.35,34.92,29.04,95.71,1343501.57,"Extant","Arid_Open",0,-0.482939840732068
"84","Cettia_canturians","Sylviidae","Passeriformes","Cettia canturians",16.7,8.8,3.2,3.9,26.6,71.6,12.9,57.6,18.2,70.8,22.3,"Shrubland","1","2","Carnivore","Invertivore","Generalist",29.14,45.88,35.99,118.88,1372661.27,"Extant","Arid_Open",0,0.633772489579659
"85","Cettia_carolinae","Sylviidae","Passeriformes","Cettia carolinae",20,10.8,5.2,4.2,25,61,11.2,49.9,18.4,43,17.1,"Forest","1","1","Carnivore","Invertivore","Generalist",-8.03,-7.11,-7.59,131.41,3225.7,"Extant","Forested_Vegetated",1,0.3682642746222
"86","Cettia_cetti","Sylviidae","Passeriformes","Cettia cetti",14.3,7.6,2.4,3,20.3,60.6,8.7,51.9,14.3,58.2,13.2,"Shrubland","2","1","Carnivore","Invertivore","Generalist",27.19,54.72,41.65,39.12,5290133.33,"Extant","Arid_Open",1,0.109402640705911
"87","Cettia_diphone","Sylviidae","Passeriformes","Cettia diphone",16.6,8.3,3.4,4,25,60.6,8.5,51,14.3,59.8,13.3,"Shrubland","1","1","Carnivore","Invertivore","Generalist",24.04,48.97,38.12,137.96,415764.25,"Extant","Arid_Open",1,0.116949846341294
"88","Cettia_flavolivacea","Sylviidae","Passeriformes","Cettia flavolivacea",13.1,6.6,2.8,2.4,21.4,53.6,7.1,45.9,13.3,48.8,8,"Shrubland","2","2","Carnivore","Invertivore","Generalist",NA,NA,NA,NA,NA,"Extant","Arid_Open",0,-0.391372647206578
